Ent_ID,Name
110755,"Beglov, Aleksandr Dmitriyevich"
110876,"Borisov, Yegor Afanasyevich"
110894,"Góes da Silva, Antônio Waldez"
110897,"Borges Maggi, Blairo"
110911,"Cassol, Ivo Narciso"
111593,"Khloponin, Aleksandr Gennadyevich"
113358,"Devlies, Carl"
113409,"Laeremans, Bart"
113424,"van Daalen, Matthijs"
113513,"Carneiro Tavares, José Reinaldo"
113701,"Nazarov, Semen Nikolayevich"
114026,"Dzasokhov, Aleksandr Sergeyevich"
155694,"Kuzmuk, Oleksandr Ivanovych"
155761,"Ward, Jim"
157677,"Nimmanahaeminda, Tarrin"
157774,"Lichal, Robert"
157944,"Gaydar, Yegor Timurovich"
157973,"Primakov, Yevgeniy Maksimovich"
157988,"Stepashin, Sergey Vadimovich"
158017,"Dubinin, Sergey Konstantinovich"
158021,"Vavilov, Andrey Petrovich"
158038,"Shaposhnikov, Yevgeniy Ivanovich"
158535,"de Andrade Vasconcelos, Jarbas"
159124,"Serdyukov, Valeriy Pavlovich"
159429,"Sartzetakis, Christos Antoniou"
159487,"Petrov, Yuriy Aleksandrovich"
159490,"Yumashev, Valentin Borisovich"
159493,"Medvedev, Dmitriy Anatolyevich"
159581,"Dosanjh, Ujjal Dev Singh"
159700,"Errani, Vasco"
178194,"ABDALLAH, KAMAL MUSTAFA"
178196,"AL-AWADI, QAID HUSSEIN"
178206,"AL-NAJIM, SAMIR ABD AL-AZIZ"
178209,"AL-NUMAN, AZIZ SALIH"
178214,"AL-SA'DUN, ABD-AL-BAQI ABD-AL-KARIM ABDALLAH"
190060,"Fico, Robert"
190080,"Osuský, Peter"
190320,"Nazarbayeva, Sara Alpysovna"
190321,"Nazarbayeva, Dariga Nursultankyzy"
190350,"Yhombi-Opango, Jacques Joachim"
190391,"Arnaout, Enaam M."
190418,International Trust and Management Services (IOM) Limited
191395,"Jabarah, Mohammed Mansour"
192117,"Pakdemirli, Ekrem"
202623,"Bainimarama, Josaia Voreqe"
206073,"Pugachyev, Sergey Viktorovich"
206136,"Vasiliou, Eleni"
207255,"Akufo-Addo, Rebecca"
209304,"Yanukovych, Liudmyla Oleksandrivna"
209306,"Yanukovych, Oleksandr Viktorovych"
209308,"Yanukovych, Viktor Viktorovych"
210292,"Al-Numan, Aziz Salih"
210390,"Al-Dulaymi, Latif Nusayyif Jasim"
210499,"Al-Sa’dun, Abd-al-Baqi Abd-al-Karim Abdallah"
210503,"Al-Sa’dun, Muhammad Zimam Abd-al-Razzaq"
210506,"Al-Najim, Samir Abd al-Aziz"
210642,"Al-Awadi, Qaid Hussein"
210852,"Yuen, Cherry Choi-lin"
212946,"Chernin, Maksim Borisovich"
220151,"Lasantha, A Alagiyawanna"
220389,"Makarov, Igor Viktorovich"
221140,"Farias Dutra, Mauro"
221814,"Koukebene, Benoit"
222085,"Liyonda, Adrienne Ekila"
222235,"Makwetla, Thabang Sampson Phathakge"
222250,"Mangono, Yoka"
222661,"Wei, Hsueh Kang"
222662,"Chiwinnitpanya, Prasit"
222663,"Szu-Po, Liu"
222664,"Namsuwakhon, Damrat"
222665,"Namsuwakhon, Lamdap"
222770,"Fursenko, Andrey Aleksandrovich"
222780,"Trutnev, Yuriy Petrovich"
222845,"Nze, Pierre"
222871,"Obenga, Théophile Mwené Ndzalé"
224864,"Tsaty Boungou, Destin Arsène"
225602,"Muangsook, Watana"
227749,"Agramonte Alcéquiez, Ramón"
228442,"Vasilyev, Sergey Aleksandrovich"
228795,"Kavdzharadze, Maksim Gennadyevich"
228830,"Matveyev, Aleksandr Safronovich"
228842,"Mutko, Vitaliy Leontyevich"
228899,"Tsiaras, Konstantinos Alexandrou"
229107,"Liao, Kuo-tung"
229250,"Tonkov, Nikolay Ivanovich"
229251,"Torshin, Aleksandr Porfiryevich"
229258,"Fedorov, Valery Ivanovich Ivanovich"
229671,"Pongruangrong, Arisman"
229993,"Lichtenecker, Ruperta"
230276,"von und zu Liechtenstein, Vincenz"
233554,"Shtyrov, Vyacheslav Anatolyevich"
233656,"Ishayev, Viktor Ivanovich"
234130,"Tolokonskiy, Viktor Aleksandrovich"
234343,"Sobyanin, Sergey Semyenovich"
237139,"Bubka, Serhii Nazarovych"
237526,"Barinov, Nikolay Vitalyevich"
237548,"Derkach, Andrii Leonidovych"
237549,"Derkach, Leonid Vasylovych"
239357,"Linser, Franz"
240557,"Schifone, Luciano"
241094,"Pellegrini, Peter"
241319,"Aliyev, Rakhat Mukhtaruly"
241898,"Aliyev, Nurali Rakhatovich"
241899,"Aliyeva, Venera Rakhatovna"
243051,"Gutiérrez Félix, Euclides Emilio"
244279,"Arias Staines, María de la Luz"
245117,"Durán Reveles, Patricia Elisa"
245234,"Šváby, Daniel"
245596,"Aguilar Alvarez y Mazarrasa, Jaime"
248071,"Sámano Peralta, Miguel"
252396,"Salgado Aguilar, Gabriel"
252757,"Guajardo Treviño, Jose Edmundo"
252761,"López González, Gregorio"
252763,"Mondragón Díaz, Pedro"
252764,"Montoya Becerra, Rafael"
252765,"Morales Dominguez, María Cristina"
252766,"Orozco Vega, Fernando Julio Cesar"
252768,"Ramirez Altamirano, Mario Ulises"
252772,"Salas Gonzalez, Ruben"
252774,"Valdez Licea, Felipe"
258448,"Martínez Sevilla, José Manuel"
265717,"Durán Reveles, Alfredo"
268533,"Agundis Arias, Francisco de Paula"
269631,"Wong, Ernest Kwok Chung"
271064,"Su, Jia-chyuan"
274206,"Zhu, Yanfeng"
275460,"Rau, Anna"
277534,"Saleh, Abdulateef Ahmed AI Shaikh Mohammed"
278029,"Al Moawda, Adel Abdulrahman Jasim"
278033,"Marhoon, Abdul Hadi Ahmed"
278036,"Haji, Ahmed Abdulla Ahmad"
278117,"Mattar, Ali Mohammed Abdulla"
278141,"Rafei, Farid Ghazi Jasem"
278178,"Ali, Isa Ahmed Abulfateh"
278182,"AI Mohanadi, Hamad Khalil Ibrahim"
278219,"Al-Abbas, Mohammed Abdulla Al-Sheikh Jaafar"
278220,"Mohammed, Mohammed Khalid Ibrahim"
278224,"Al Rayes, Othman Mohammed Sharif"
278230,"Dosari, Mohammed Faihan Saleh"
278232,"AI Buhairy, Sami Moshen Mohammed"
278238,"Abdulrahman, Salah Ali Mohammed"
278239,"Zainal, Yousef Zainalabideen Mohammed"
284441,"Aris, Alexander"
284445,"Aris, Kim"
284446,"Oo, Aung San"
285442,"Al-Assad, Rifaat Ali Suleiman"
291871,"Staub, Ernst-Volker Wilhelm"
292612,"Economou, Eleftherios Georgiou"
295517,"Schröder, Victoria"
295518,"Schröder-Köpf, Klara"
298310,"Al Saud, Saud Al Faisal Ibn Abdul Aziz"
